識別番号,分野,頻出度,言葉,読み,文章,漢字1,読み1,漢字2,読み2
925,音読み,c,云為,うんい,人の云為をいちいちあげつらう。,云為,うんい,X,X
926,音読み,c,憐察,れんさつ,苦しい事情をご憐察下さい。,憐察,れんさつ,X,X
927,音読み,c,柴扉,さいひ,柴扉に暮らしております。,柴扉,さいひ,X,X
928,音読み,c,屑屑,せつせつ,屑屑として仕事に励む。,屑屑,せつせつ,X,X
929,音読み,c,椿寿,ちんじゅ,家族で祖母の椿寿を祝った。,椿寿,ちんじゅ,X,X
930,音読み,c,厩肥,きゅうひ,厩肥を使って作物を育てる。,厩肥,きゅうひ,X,X
931,音読み,c,兜巾,ときん,修験者が兜巾をかぶっている。,兜巾,ときん,X,X
932,音読み,c,佳肴,かこう,佳肴に舌鼓を打つ。,佳肴,かこう,X,X
933,音読み,c,推挽,すいばん,全会一致で社長に推挽された。,推挽,すいばん,X,X
934,音読み,c,禾黍,かしょ,禾黍の生長を楽しみにする。,禾黍,かしょ,X,X
935,音読み,c,允許,いんきょ,帰国の允許をいただいた。,允許,いんきょ,X,X
936,音読み,c,稲粟,とうぞく,備蓄しておいた稲粟。,稲粟,とうぞく,X,X
937,音読み,c,曳航,えいこう,引きあげられた船が曳航される。,曳航,えいこう,X,X
938,音読み,c,朔北,さくほく,中国の朔北の地を訪れる。,朔北,さくほく,X,X
939,音読み,c,苧麻,ちょま,苧麻の繊維で布を織り縄を作る。,苧麻,ちょま,X,X
940,音読み,c,禾穎,かえい,一面の禾穎が秋を告げている。,禾穎,かえい,X,X
941,音読み,c,荻花,てきか,荻花の風景に秋を感じる。,荻花,てきか,X,X
942,音読み,c,甥姪,せいてつ,甥姪が集まり祝ってくれた。,甥姪,せいてつ,X,X
943,音読み,c,勾欄,こうらん,橋の勾欄に見事な装飾が施されている。,勾欄,こうらん,X,X
944,音読み,c,鍾愛,しょうあい,路傍で拾った子犬を鍾愛する。,鍾愛,しょうあい,X,X
945,音読み,c,厭離,おんり,穢れた世界を厭離する。,厭離,おんり,X,X
946,音読み,c,蟹行,かいこう,時に蟹行鳥跡に倦みたる眼を移す。,蟹行,かいこう,X,X
947,音読み,c,閏月,じゅんげつ,閏月がある年を調べる。,閏月,じゅんげつ,X,X
948,音読み,c,審訊,しんじん,裁判官が証人に審訊する。,審訊,しんじん,X,X
949,音読み,c,膝行,しっこう,殿の前に膝行して寄る。,膝行,しっこう,X,X
950,音読み,c,叩首,こうしゅ,皇帝の前にして神妙に叩首する。,叩首,こうしゅ,X,X
951,音読み,c,花蕊,かずい,花蕊から柔らかな香りがする。,花蕊,かずい,X,X
952,音読み,c,葱青,そうせい,葱青の草原で春を感じる。,葱青,そうせい,X,X
953,音読み,c,翰墨,かんぼく,立派な翰墨で書画を書く。,翰墨,かんぼく,X,X
954,音読み,c,釜竈,ふそう,山小屋の釜竈を使って飯を炊く。,釜竈,ふそう,X,X
955,音読み,c,鹿茸,ろくじょう,強壮剤として鹿茸を処方する。,鹿茸,ろくじょう,X,X
956,音読み,c,戎馬,じゅうば,戎馬をそろえて戦闘に臨む。,戎馬,じゅうば,X,X
957,音読み,c,菱花,りょうか,陳列された菱花鏡を選別する。,菱花,りょうか,X,X
958,音読み,c,馨逸,けいいつ,檜の名木は馨逸だ。,馨逸,けいいつ,X,X
959,音読み,c,卦兆,かちょう,卦兆で国が動いた時代があった。,卦兆,かちょう,X,X
960,音読み,c,蠣殻,れいかく,出土した蠣殻を分析する。,蠣殻,れいかく,X,X
961,音読み,c,鴻毛,こうもう,この身の鴻毛より軽くなるを欲す。,鴻毛,こうもう,X,X
962,音読み,c,外甥,がいせい,彼は私の外甥だ。,外甥,がいせい,X,X
963,音読み,c,豊稔,ほうじん,豊稔を祈願する祭りが催される。,豊稔,ほうじん,X,X
964,音読み,c,允可,いんか,やっとの思いで允可を得た。,允可,いんか,X,X
965,音読み,c,溢水,いっすい,河川の溢水を食い止める。,溢水,いっすい,X,X
966,音読み,c,播植,はしょく,そろそろ稲を播植する時期だ。,播植,はしょく,X,X
967,音読み,c,鷹揚,おうよう,苦境にある時も鷹揚に構える。,鷹揚,おうよう,X,X
968,音読み,c,揃刈,せんがい,庭師に生垣を揃刈してもらう。,揃刈,せんがい,X,X
969,音読み,c,薬匙,やくし,薬匙は金銀ぞうげなどで製造した。,薬匙,やくし,X,X
970,音読み,c,砧声,ちんせい,家々の砧声に耳を傾ける。,砧声,ちんせい,X,X
971,音読み,c,串殺,せんさつ,人質を残らず串殺する。,串殺,せんさつ,X,X
972,音読み,c,緑埜,りょくや,小高い丘から緑埜を眺める。,緑埜,りょくや,X,X
973,音読み,c,揖拝,ゆうはい,上官に対して揖拝する。,揖拝,ゆうはい,X,X
974,音読み,c,樗材,ちょざい,彼を樗材と決めつけてはならない。,樗材,ちょざい,X,X
975,音読み,c,芋粥,うしゅく,戦時中の飢えは芋粥でしのいだ。,芋粥,うしゅく,X,X
976,音読み,c,堆朱,ついしゅ,美しい堆朱の椀に見とれる。,堆朱,ついしゅ,X,X
977,音読み,c,烏鷺,うろ,烏鷺の争いが繰り広げられる。,烏鷺,うろ,X,X
978,音読み,c,燦然,さんぜん,燦然と輝く宝石を見つめる。,燦然,さんぜん,X,X
979,音読み,c,撞入,とうにゅう,相手チームの陣に撞入する。,撞入,とうにゅう,X,X
980,音読み,c,鉤餌,こうじ,鉤餌も万全で獲物を待つばかりだ。,鉤餌,こうじ,X,X
981,音読み,c,斯界,しかい,彼は斯界の権威だ。,斯界,しかい,X,X
982,音読み,c,臼杵,きゅうしょ,臼杵を使って穀物を砕く。,臼杵,きゅうしょ,X,X
983,音読み,c,深淵,しんえん,心の深淵が知る由もない。,深淵,しんえん,X,X
984,音読み,c,巽位,そんい,巽位とは東南の方角をさす。,巽位,そんい,X,X
985,音読み,c,禿筆,とくひつ,禿筆をなめつつ拙文を書く。,禿筆,とくひつ,X,X
986,音読み,c,葛衣,かつい,与えられた葛衣を身にまとう。,葛衣,かつい,X,X
987,音読み,c,廟宇,びょうう,神社の廟宇に参拝する。,廟宇,びょうう,X,X
988,音読み,c,乞巧,きっこう,乞巧の祭りが行われる。,乞巧,きっこう,X,X
989,音読み,c,跨線橋,こせんきょう,跨線橋から電車を眺める。,跨線橋,こせんきょう,X,X
990,音読み,c,草藁,そうこう,作品の草藁が固まった。,草藁,そうこう,X,X
991,音読み,c,梁上,りょうじょう,梁上から鼠がのぞいている。,梁上,りょうじょう,X,X
992,音読み,c,辛酉,しんゆう,辛酉は天命が改まる年と言われる。,辛酉,しんゆう,X,X
993,音読み,c,歌唄,かばい,歌唄して仏の功徳をたたえる。,歌唄,かばい,X,X
994,音読み,c,侃侃,かんかん,侃侃として反戦の意を訴える。,侃侃,かんかん,X,X
995,音読み,c,叩頭,こうとう,叩頭して師匠に非礼を詫びる。,叩頭,こうとう,X,X
996,音読み,c,没義道,もぎどう,没義道に借金を取り立てる。,没義道,もぎどう,X,X
997,音読み,c,大嘗会,だいじょうえ,大嘗会が厳かに執り行われた。,大嘗会,だいじょうえ,X,X
998,音読み,c,藪沢,そうたく,山中の藪沢で川釣りを楽しむ。,藪沢,そうたく,X,X
999,音読み,c,掩蔽,えんぺい,組織的な不正が掩蔽されている。,掩蔽,えんぺい,X,X
1000,音読み,c,廻向,えこう,墓参して先祖の廻向をする。,廻向,えこう,X,X
1001,音読み,c,繭糸,けんし,上質の繭糸でスカーフを織る。,繭糸,けんし,X,X
1002,音読み,c,刈穫,がいかく,よく実った稲穂を刈穫する。,刈穫,がいかく,X,X
1003,音読み,c,乞骸,きつがい,心を定め乞骸の書をしたためる。,乞骸,きつがい,X,X
1004,音読み,c,画餅,がべい,緻密な計画も画餅に帰した。,画餅,がべい,X,X
1005,音読み,c,鞠問,きくもん,事件の容疑者を捕えて鞠問する。,鞠問,きくもん,X,X
1006,音読み,c,絢飾,けんしょく,絢飾の衣装で式に出席する。,絢飾,けんしょく,X,X
1007,音読み,c,砦柵,さいさく,砦柵を越えて敵が自陣を襲撃した。,砦柵,さいさく,X,X
1008,音読み,c,夜叉,やしゃ,夜叉はインドの鬼神である。,夜叉,やしゃ,X,X
1009,音読み,c,壬寅,じんいん,当年は干支で壬寅にあたる。,壬寅,じんいん,X,X
1010,音読み,c,砧杵,ちんしょ,風凄まじく砧杵悲し。,砧杵,ちんしょ,X,X
1011,音読み,c,婁宿,ろうしゅく,婁宿には、おひつじ座が含まれる。,婁宿,ろうしゅく,X,X
1012,音読み,c,巡錫,じゅんしゃく,高僧が巡錫して民衆を導いた。,巡錫,じゅんしゃく,X,X
1013,音読み,c,鳶肩,えんけん,鳶肩の男たちが神輿を担いだ。,鳶肩,えんけん,X,X
1014,音読み,c,狐狸,こり,狐狸にだまされる夢を見た。,狐狸,こり,X,X
1015,音読み,c,令婿,れいせい,眉目秀麗な令婿であられる。,令婿,れいせい,X,X
1016,音読み,c,鴨脚,おうきゃく,境内に鴨脚の大木が鎮座している。,鴨脚,おうきゃく,X,X
1017,音読み,c,倦厭,けんえん,倦厭の表情を見せないようにする。,倦厭,けんえん,X,X
1018,音読み,c,拭浄,しょくじょう,堂内を丁寧に拭浄する。,拭浄,しょくじょう,X,X
1019,音読み,c,茅茨,ぼうし,茅茨をきらずに放りおく。,茅茨,ぼうし,X,X
1020,音読み,c,舛錯,せんさく,前線の兵が突如として舛錯する。,舛錯,せんさく,X,X
1021,音読み,c,叶和,きょうわ,怨念を捨てて仇敵と叶和する。,叶和,きょうわ,X,X
1022,音読み,c,迺公,だいこう,迺公に歯向かう者は誰一人いない。,迺公,だいこう,X,X
1023,音読み,c,衿契,きんけい,衿契と一晩酒を酌み交わす。,衿契,きんけい,X,X
1024,音読み,c,酋領,しゅうりょう,酋領への贈り物を用意する。,酋領,しゅうりょう,X,X
1025,音読み,c,鄭声,ていせい,異国な鄭声を忌避する。,鄭声,ていせい,X,X
1026,音読み,c,拳固,げんこ,拳固を突き上げ勝利に酔う。,拳固,げんこ,X,X
1027,音読み,c,巽与,そんよ,巽与の言、能く説ぶこと無からんか。,巽与,そんよ,X,X
1028,音読み,c,厭悪,えんお,厭悪の情をあからさまに見せる。,厭悪,えんお,X,X
1029,音読み,c,宥恕,ゆうじょ,社長の宥恕に感謝する。,宥恕,ゆうじょ,X,X
1030,音読み,c,掬飲,きくいん,清らかな湧き水を掬飲する。,掬飲,きくいん,X,X
1031,音読み,c,薙髪,ちはつ,薙髪して仏門に入った。,薙髪,ちはつ,X,X
1032,音読み,c,老杉,ろうさん,境内に立派な老杉が立ち並ぶ。,老杉,ろうさん,X,X
1033,音読み,c,哀咽,あいえつ,遺体にすがって哀咽する。,哀咽,あいえつ,X,X
1034,音読み,c,或問,わくもん,或問形式で書かれた入門書だ。,或問,わくもん,X,X
1035,音読み,c,俊彦,しゅんげん,当世の俊彦なりと評価する。,俊彦,しゅんげん,X,X
1036,音読み,c,聯亙,れんこう,村の周囲に山々が聯亙する。,聯亙,れんこう,X,X
1037,音読み,c,遁辞,とんじ,遁辞を弄しても無駄だ。,遁辞,とんじ,X,X
1038,音読み,c,山砦,さんさい,山砦に立て籠って戦った。,山砦,さんさい,X,X
1039,音読み,c,献芹,けんきん,献芹の誠を尽くす。,献芹,けんきん,X,X
1040,音読み,c,茸茸,じょうじょう,夏草が茸茸としている。,茸茸,じょうじょう,X,X
1041,音読み,c,碓声,たいせい,石臼の碓声が響き渡る。,碓声,たいせい,X,X
1042,音読み,c,鼎談,ていだん,学者が誌上で鼎談する。,鼎談,ていだん,X,X
1043,音読み,c,玩弄,がんろう,人々が時代に玩弄される。,玩弄,がんろう,X,X
1044,音読み,c,繭紬,けんちゅう,繭紬の紋付を着る。,繭紬,けんちゅう,X,X
1045,音読み,c,病竃,びょうそう,病竃を摘出する。,病竃,びょうそう,X,X
1046,音読み,c,輿望,よぼう,国民の輿望を担う。,輿望,よぼう,X,X
1047,音読み,c,諫止,かんし,独断を諫止する。,諫止,かんし,X,X
1048,音読み,c,垂簾,すいれん,垂簾の政を行う。,垂簾,すいれん,X,X
1049,音読み,c,綾子,りんず,綾子の被布を羽織る。,綾子,りんず,X,X
1050,音読み,c,肇国,ちょうこく,肇国の祖を祭る。,肇国,ちょうこく,X,X
1051,音読み,c,相好,そうごう,相好を崩す。,相好,そうごう,X,X
1052,音読み,c,輯睦,しゅうぼく,隣国同士が輯睦する。,輯睦,しゅうぼく,X,X
1053,音読み,c,舛誤,せんご,舛誤が見当たらない。,舛誤,せんご,X,X
1054,音読み,c,紬紡糸,ちゅうぼうし,紬紡糸で織り上げる。,紬紡糸,ちゅうぼうし,X,X
1055,音読み,c,妾宅,しょうたく,妾宅を構える。,妾宅,しょうたく,X,X
1056,音読み,c,柴荊,さいけい,柴荊で隠遁する。,柴荊,さいけい,X,X
1057,音読み,c,芙蓉,ふよう,芙蓉の顔、柳の眉。,芙蓉,ふよう,X,X
1058,音読み,c,杢怪,もっけ,杢怪の幸い。,杢怪,もっけ,X,X
1059,音読み,c,醇乎,じゅんこ,醇乎たる精神を保つ。,醇乎,じゅんこ,X,X
1060,音読み,c,埴生,はにゅう,埴生の宿に泊まる。,埴生,はにゅう,X,X
1061,音読み,c,木犀,もくせい,木犀の花が匂う。,木犀,もくせい,X,X
1062,音読み,c,丙寅,へいいん,今年の干支は丙寅だ。,丙寅,へいいん,X,X
1063,音読み,c,巌栖,がんせい,世を捨て巌栖する。,巌栖,がんせい,X,X
1064,音読み,c,腫物,しゅもつ,腫物に触る様に扱う。,腫物,しゅもつ,X,X
1065,音読み,c,砕屑,さいせつ,砕屑が散乱している。,砕屑,さいせつ,X,X
1066,音読み,c,塵垢,じんこう,塵垢にまみれる。,塵垢,じんこう,X,X
1067,音読み,c,劃然,かくぜん,双方は劃然と異なる。,劃然,かくぜん,X,X
1068,音読み,c,蛙声,あせい,蛙声が騒がしい。,蛙声,あせい,X,X
1069,音読み,c,雛妓,すうぎ,雛妓に芸を仕込む。,雛妓,すうぎ,X,X
1070,音読み,c,斯道,しどう,斯道の大家となる。,斯道,しどう,X,X
1071,音読み,c,寒垢離,かんごり,寒垢離を取る。,寒垢離,かんごり,X,X
1072,音読み,c,丁卯,ていぼう,次の丁卯で還暦だ。,丁卯,ていぼう,X,X
1073,音読み,c,宏図,こうと,宏図を実行に移す。,宏図,こうと,X,X
1074,音読み,c,周匝,しゅうそう,湖畔を周匝する。,周匝,しゅうそう,X,X
1075,音読み,c,瓶酒,へいしゅ,瓶酒を岳父に贈る。,瓶酒,へいしゅ,X,X
1076,音読み,c,迅瀬,じんらい,迅瀬を小舟で下る。,迅瀬,じんらい,X,X
1077,音読み,c,戎器,じゅうき,十分な戎器を備える。,戎器,じゅうき,X,X
1078,音読み,c,紫檀,したん,紫檀の家具を設える。,紫檀,したん,X,X
1079,音読み,c,腕釧,わんせん,仏像に腕釧を飾る。,腕釧,わんせん,X,X
1080,音読み,c,賑救,しんきゅう,篤志家が賑救する。,賑救,しんきゅう,X,X
1081,音読み,c,唾壺,だこ,唾壺に唾を吐く。,唾壺,だこ,X,X
1082,音読み,c,哀憐,あいれん,哀憐の情が湧く。,哀憐,あいれん,X,X
1083,音読み,c,筆絢,ひっけん,筆絢に親しむ。,筆絢,ひっけん,X,X
1084,音読み,c,亨通,こうつう,万事亨通する。,亨通,こうつう,X,X
1085,音読み,c,柴門,さいもん,柴門を閉める。,柴門,さいもん,X,X
1086,音読み,c,瓶子,へいじ,瓶子で酒を杯に注ぐ。,瓶子,へいじ,X,X
1087,音読み,c,丞相,じょうしょう,丞相に任命される。,丞相,じょうしょう,X,X
1088,音読み,c,寧馨児,ねいけいじ,寧馨児ともてはやす。,寧馨児,ねいけいじ,X,X
1089,音読み,c,神鹿,しんろく,境内で神鹿を飼う。,神鹿,しんろく,X,X
1090,音読み,c,鶴首,かくしゅ,到着を鶴首して待つ。,鶴首,かくしゅ,X,X
1091,音読み,c,鉄杵,てっしょ,鉄杵を磨く。,鉄杵,てっしょ,X,X
1092,音読み,c,潟湖,せきこ,潟湖を干拓する。,潟湖,せきこ,X,X
1093,音読み,c,端坐,たんざ,端坐して黙想する。,端坐,たんざ,X,X
1094,音読み,c,翠雨,すいう,翠雨が降り注ぐ。,翠雨,すいう,X,X
1095,音読み,c,諸彦,しょげん,諸彦に告ぐ。,諸彦,しょげん,X,X
1096,音読み,c,簸却,はきゃく,旧套を簸却する。,簸却,はきゃく,X,X
1097,音読み,c,鷹準,ようじゅん,鷹準が大空に舞う。,鷹準,ようじゅん,X,X
1098,音読み,c,老妓,ろうぎ,老妓の円熟した芸だ。,老妓,ろうぎ,X,X
1099,音読み,c,嘉猷,かゆう,嘉猷を進言する。,嘉猷,かゆう,X,X
1100,音読み,c,瀦滞,ちょたい,一時的に瀦滞する。,瀦滞,ちょたい,X,X
1101,音読み,c,寂滅,じゃくめつ,老僧が寂滅する。,寂滅,じゃくめつ,X,X
1102,音読み,c,柏槙,びゃくしん,柏槙が林立する。,柏槙,びゃくしん,X,X
1103,音読み,c,怯夫,きょうふ,怯夫のらく印を押す。,怯夫,きょうふ,X,X
1104,音読み,c,皇儲,こうちょ,皇儲が外遊する。,皇儲,こうちょ,X,X
1105,音読み,c,熟柿,じゅくし,熟柿を天日に干す。,熟柿,じゅくし,X,X
1106,音読み,c,宛然,えんぜん,宛然偉人の如しだ。,宛然,えんぜん,X,X
1107,音読み,c,按排,あんばい,配膳の順を按排する。,按排,あんばい,X,X
1108,音読み,c,蕃殖,はんしょく,猫が蕃殖する。,蕃殖,はんしょく,X,X
1109,音読み,c,樵蘇,しょうそ,樵蘇を生業とする。,樵蘇,しょうそ,X,X
1110,音読み,c,大姦,たいかん,大姦は忠に似たり。,大姦,たいかん,X,X
1111,音読み,c,月卿,げっけい,月卿が参内する。,月卿,げっけい,X,X
1112,音読み,c,堰塞,えんそく,河水を堰塞する。,堰塞,えんそく,X,X
1113,音読み,c,双頬,そうきょう,双頬に涼風を感じる。,双頬,そうきょう,X,X
1114,音読み,c,貝母,ばいも,貝母を薬に用いる。,貝母,ばいも,X,X
1115,音読み,c,摯実,しじつ,摯実な態度で接する。,摯実,しじつ,X,X
1116,音読み,c,緩頬,かんきょう,緩頬を煩わす。,緩頬,かんきょう,X,X
1117,音読み,c,幽栖,ゆうせい,職を退き幽栖する。,幽栖,ゆうせい,X,X
1118,音読み,c,杢体,もったい,杢体を付ける。,杢体,もったい,X,X
1119,音読み,c,己未,きび,己未の年に卒業する。,己未,きび,X,X
1120,音読み,c,圃畦,ほけい,圃畦が乾燥する。,圃畦,ほけい,X,X
1121,音読み,c,穎異,えいい,幼少より穎異な子だ。,穎異,えいい,X,X
1122,音読み,c,栗栗,りつりつ,寒冬に栗栗とする。,栗栗,りつりつ,X,X
1123,音読み,c,敏慧,びんけい,敏慧な頭脳をもつ。,敏慧,びんけい,X,X
1124,音読み,c,弥漫,びまん,鬱気が弥漫する。,弥漫,びまん,X,X
1125,音読み,c,請来,しょうらい,経典を請来する。,請来,しょうらい,X,X
1126,音読み,c,階梯,かいてい,階梯をかけ上がる。,階梯,かいてい,X,X
1127,音読み,c,有卦,うけ,有卦に入る。,有卦,うけ,X,X
1128,音読み,c,閏統,じゅんとう,閏統が王位を襲ぐ。,閏統,じゅんとう,X,X
1129,音読み,c,帥先,そっせん,帥先して実践する。,帥先,そっせん,X,X
1130,音読み,c,寵辱,ちょうじょく,寵辱を繰り返す。,寵辱,ちょうじょく,X,X
1131,音読み,c,一粟,いちぞく,そう海の一粟。,一粟,いちぞく,X,X
1132,音読み,c,綜合,そうごう,皆の提案を綜合する。,綜合,そうごう,X,X
1133,音読み,c,捧読,ほうどく,勅語を捧読する。,捧読,ほうどく,X,X
1134,音読み,c,舞妓,ぶぎ,酒席に舞妓を呼ぶ。,舞妓,ぶぎ,X,X
1135,音読み,c,叔姪,しゅくてつ,叔姪婚を禁じる。,叔姪,しゅくてつ,X,X
1136,音読み,c,冥加,みょうが,冥加に尽きる。,冥加,みょうが,X,X
1137,音読み,c,砥礪,しれい,公徳を砥礪する。,砥礪,しれい,X,X
1138,音読み,c,汎称,はんしょう,複数の地を汎称する。,汎称,はんしょう,X,X
1139,音読み,c,弄瓦,ろうが,娘の弄瓦を祝す。,弄瓦,ろうが,X,X
1140,音読み,c,舟筏,しゅうばつ,舟筏で対岸に渡る。,舟筏,しゅうばつ,X,X
1141,音読み,c,茅舎,ぼうしゃ,宿場町に茅舎が並ぶ。,茅舎,ぼうしゃ,X,X
1142,音読み,c,畦畔,けいはん,田に畦畔を作る。,畦畔,けいはん,X,X
1143,音読み,c,卦体,けたい,卦体が悪い。,卦体,けたい,X,X
1144,音読み,c,枇杷,びわ,枇杷の実を収穫する。,枇杷,びわ,X,X
1145,音読み,c,長袖,ちょうしゅう,長袖の上着を着る。,長袖,ちょうしゅう,X,X
1146,音読み,c,檮昧,とうまい,檮昧を以て至福とす。,檮昧,とうまい,X,X
1147,音読み,c,兵戟,へいげき,多くの兵戟を蓄える。,兵戟,へいげき,X,X
1148,音読み,c,伎楽,ぎがく,伎楽を上演する。,伎楽,ぎがく,X,X
1149,音読み,c,要津,ようしん,昔から要津とされる。,要津,ようしん,X,X
1150,音読み,c,竹箆,ちくへい,竹箆を打つ。,竹箆,ちくへい,X,X
1151,音読み,c,播種,はしゅ,播種期を迎える。,播種,はしゅ,X,X
1152,音読み,c,芸妓,げいぎ,芸妓が舞を披露する。,芸妓,げいぎ,X,X
1153,音読み,c,撞木,しゅもく,鐘も撞木の当たり柄。,撞木,しゅもく,X,X
1154,音読み,c,頭陀,ずだ,僧侶が頭陀行する。,頭陀,ずだ,X,X
1155,音読み,c,而立,じりつ,而立を迎え起業する。,而立,じりつ,X,X
1156,音読み,c,貰赦,せいしゃ,罪を貰赦する。,貰赦,せいしゃ,X,X
1157,音読み,c,匝囲,そうい,城を堀で匝囲する。,匝囲,そうい,X,X
1158,音読み,c,竃煙,そうえん,竃煙が立ち上がる。,竃煙,そうえん,X,X
1159,音読み,c,漏壺,ろうこ,漏壺が時を知らせる。,漏壺,ろうこ,X,X
1160,音読み,c,竪立,じゅりつ,自ら竪立する。,竪立,じゅりつ,X,X
1161,音読み,c,甑中,そうちゅう,甑中に塵を生ず。,甑中,そうちゅう,X,X
1162,訓読み,c,殆,ほとほと,近所のうわさ話に殆困っている。,殆,ほとほと,X,X
1163,訓読み,c,柵,しがらみ,会社の柵を断ち切りたい。,柵,しがらみ,X,X
1164,訓読み,c,椙,すぎ,その山には椙が林立している。,椙,すぎ,X,X
1165,訓読み,c,嘉する,よみする,すばらしい贈り物を嘉する。,嘉,よみ,X,する
1166,訓読み,c,屡,しばしば,帰宅途中で屡訪れる店だ。,屡,しばしば,X,X
1167,訓読み,c,忽せ,ゆるがせ,そんな些細なことも忽せにしない。,忽,ゆるが,X,せ
1168,訓読み,c,詑く,あざむく,人を詑くことなく生きていたい。,詑,あざむ,X,く
1169,訓読み,c,誹る,そしる,知人に誹られ気がふさぐ。,誹,そし,X,る
1170,訓読み,c,葎,むぐら,葎は広い範囲に亘って密生する。,葎,むぐら,X,X
1171,訓読み,c,粥ぐ,ひさぐ,生活のため玩具などを粥ぐ。,粥,ひさ,X,ぐ
1172,訓読み,c,鵜,う,鵜の目鷹の目で狙っている。,鵜,う,X,X
1173,訓読み,c,阿る,おもねる,この論説は時流に阿っている。,阿,おもね,X,る
1174,訓読み,c,苛い,からい,作品が苛い評価をされる。,苛,から,X,い
1175,訓読み,c,歪む,ひずむ,その決定は大きな歪みを生んだ。,歪,ひず,X,む
1176,訓読み,c,笈,おい,笈を背負って行脚に出かけた。,笈,おい,X,X
1177,訓読み,c,宛ら,さながら,そのシーンは宛ら映画のようだ。,宛,さなが,X,ら
1178,訓読み,c,姑く,しばらく,二人の問題は姑く置いておく。,姑,しばら,X,く
1179,訓読み,c,鐙,あぶみ,鐙を蹴って馬に合図を送る。,鐙,あぶみ,X,X
1180,訓読み,c,坐ら,いながら,海外に坐らにして日本の事件を知る。,坐,いなが,X,ら
1181,訓読み,c,賂う,まいなう,賂いの品と知り受け取りを拒否する。,賂,まいな,X,う
1182,訓読み,c,轍,わだち,雪の上に轍が続いている。,轍,わだち,X,X
1183,訓読み,c,砧,きぬた,歌舞伎の立ち回りで砧拍子が響く。,砧,きぬた,X,X
1184,訓読み,c,艶姿,あですがた,着物の女性の艶姿に見とれる。,艶姿,あですがた,X,X
1185,訓読み,c,媒,なかだち,私たちの媒は会社の部長です。,媒,なかだち,X,X
1186,訓読み,c,櫛る,くしけずる,幼子の柔らかい髪を櫛る。,櫛,くしけず,X,る
1187,訓読み,c,硲,はざま,山と山の硲をひたすら進む。,硲,はざま,X,X
1188,訓読み,c,哨,みはり,哨を門に立たせて警備を強化する。,哨,みはり,X,X
1189,訓読み,c,舷,ふなばた,舷をつかんで揺れに耐えた。,舷,ふなばた,X,X
1190,訓読み,c,恕す,ゆるす,歳を重ね何事も恕せるようになった。,恕,ゆる,X,す
1191,訓読み,c,瓢,ふくべ,瓢に酒を入れて小山を散策する。,瓢,ふくべ,X,X
1192,訓読み,c,沓,くつ,昔は、藁で作った沓を履いていた。,沓,くつ,X,X
1193,訓読み,c,魁,さきがけ,わが社はネット産業の魁といわれる。,魁,さきがけ,X,X
1194,訓読み,c,鑓,やり,昔の戦争には鑓が使われた。,鑓,やり,X,X
1195,訓読み,c,悉,つぶさ,会議の内容を悉に記録する。,悉,つぶさ,X,X
1196,訓読み,c,岨道,そばみち,細い岨道を通って山を越える。,岨道,そばみち,X,X
1197,訓読み,c,尤める,とがめる,他人の欠点をあからさまに尤める。,尤,とが,X,める
1198,訓読み,c,灸,やいと,灸の治療を施して腰痛を和らげる。,灸,やいと,X,X
1199,訓読み,c,奈,いかん,現在の技術では奈ともしがたい。,奈,いかん,X,X
1200,訓読み,c,郁しい,かぐわしい,郁しい花の香りを胸いっぱい吸い込む。,郁,かぐわ,X,しい
1201,訓読み,c,廓,くるわ,その昔、この辺りは廓だった。,廓,くるわ,X,X
1202,訓読み,c,疋,ぴき,一疋の絹布で羽織をあつらえる。,疋,ぴき,X,X
1203,訓読み,c,樵,きこり,樵として山の中で生活する。,樵,きこり,X,X
1204,訓読み,c,椴松,とどまつ,椴松の製材を床板に用いる。,椴松,とどまつ,X,X
1205,訓読み,c,遜る,へりくだる,遜った態度に好感をおぼえる。,遜,へりくだ,X,る
1206,訓読み,c,堆い,うずたかい,堆く積み上げられた本の山に驚く。,堆,うずたか,X,い
1207,訓読み,c,栂,とが,家の建築に栂の木を使う。,栂,とが,X,X
1208,訓読み,c,韓紅,からくれない,落ち葉が川面を韓紅に染める。,韓紅,からくれない,X,X
1209,訓読み,c,鉦,かね,鉦や太鼓を叩いて収穫を祝う。,鉦,かね,X,X
1210,訓読み,c,岨つ,そばだつ,岩山が壁のように岨っている。,岨,そばだ,X,つ
1211,訓読み,c,雪ぐ,すすぐ,勝って汚名を雪ぐ。,雪,すす,X,ぐ
1212,訓読み,c,野蒜,のびる,野蒜は味噌で食べるのが一番だ。,野蒜,のびる,X,X
1213,訓読み,c,裳裾,もすそ,着物の裳裾をからげる。,裳裾,もすそ,X,X
1214,訓読み,c,弥,いや,先取点に弥が上にも興奮する。,弥,いや,X,X
1215,訓読み,c,壕,ほり,戦争中の壕の跡を埋める。,壕,ほり,X,X
1216,訓読み,c,諒,まこと,諒に申し訳ない。,諒,まこと,X,X
1217,訓読み,c,夷顔,えびすがお,遠来の客を夷顔で饗応した。,夷顔,えびすがお,X,X
1218,訓読み,c,文る,かざる,過ちを文る。,文,かざ,X,る
1219,訓読み,c,度,めもり,物差しの度を読んで記録する。,度,めもり,X,X
1220,訓読み,c,稿,したがき,稿を清書する。,稿,したがき,X,X
